id,name,username,location,description,followers_count,friends_count,listed_count,date_joined,favourites_count,time_zone,verified,statuses_count,language,current_following,follow_request_sent
1503606227263422464,⚡✨Mumu✨⚡,anakbetawimujur,"DKI Jakarta, Indonesia",Salam kenal encang encing nyak babeh 🖐️....aye coba cari keberuntungan di sini ye. follback👈  #NFTcomunity #NFTgiveaways,19,646,0,Tue Mar 15 05:37:40 +0000 2022,386,,False,1423,,False,False
1474368969192529926,NurHayati🍀,0xBigwin1,,"Ibu Rumah Tangga dengan 2 anak, akun lama saya ditangguhkan",74,4262,10,Fri Dec 24 13:19:04 +0000 2021,12521,,False,24286,,False,False
118452409,CryptoCu,CryptoCuke,,$WHALE $BRG,94,428,24,Sun Feb 28 18:56:16 +0000 2010,6472,,False,10645,,False,False
1434082001355788289,라리사,lalisasolobop,,"Say Lalisa Love me, Call me Lalisa Love me 😍",17,1334,1,Sat Sep 04 09:13:28 +0000 2021,497,,False,3085,,False,False
327698520,obinna blanc,blanc222,,,92,1646,3,Sat Jul 02 00:33:17 +0000 2011,3416,,False,8265,,False,False
1504367889822158849,575,575Lll,,,2,5,0,Thu Mar 17 08:03:57 +0000 2022,1,,False,1,,False,False
1384435992141221891,NFT +,NFT__PLUS,Dm for promotion,•#NFT Promoter• Dm for promotion📩•,1963,93,2,Tue Apr 20 09:17:27 +0000 2021,12685,,False,14364,,False,False
1498327613126823943,cyra,cycy_nft,,"what time is it? oh, time for some nfts!",13,88,0,Mon Feb 28 16:02:02 +0000 2022,41,,False,84,,False,False
3034174369,0xRaf 🌟,Stale_Martyr,"Manila, PH","Computer Enthusiast | Average Anime Enjoyer | #AQ3D Alpha Player | Meme Addict | 
#BTC #TRX #BNB",246,4275,4,Sat Feb 21 07:07:06 +0000 2015,24061,,False,67421,,False,False
1478261124755722243,Md Najmul Hopue,MdNajmulHopue1,"Dhaka, Bangladesh",,22,902,7,Tue Jan 04 07:05:04 +0000 2022,897,,False,1128,,False,False
1430212564319760384,sum lucasta truong,TruongSum,,,57,47,0,Tue Aug 24 16:57:08 +0000 2021,29,,False,37,,False,False
1298624182457114626,aira ☁️,heyy_amd,xoamdyieox suspended ,"God will provide. |

peace of mind 🙏",131,1625,4,Wed Aug 26 14:11:56 +0000 2020,1152,,False,5985,,False,False
976643630252269568,nath64,nath64_NFT,Australia,I like turtles 🐢 @TurtlesNFT 🤝,1147,902,4,Thu Mar 22 02:16:01 +0000 2018,1426,,False,1270,,False,False
775978642950135808,big wins is coming to me,pickawpickmeh,bigwins,big wins🤑🤩,68,1324,0,Wed Sep 14 08:45:00 +0000 2016,1054,,False,2963,,False,False
1492868632694562818,kath natutulog,izleeping,,mains: iz*one blackpink stayc txt itzy (g)i-dle ive,115,283,0,Sun Feb 13 14:30:02 +0000 2022,1390,,False,701,,False,False
1457221573610332168,Lloydie,loydie1230,Republic of the Philippines,Open Minded,92,828,2,Sun Nov 07 05:41:23 +0000 2021,8683,,False,3234,,False,False
3511960760,NFT Jimmy,NFT_JimmyK,Sydney,"I'm Jimmy, an avid #crypto enthusiast and new NFT artist. My goal is to create #nft art and collectable projects that will make a difference in the world.",76,399,11,Thu Sep 10 05:08:51 +0000 2015,1959,,False,1603,,False,False
1437037840974499844,behold789,behold789,,"https://t.co/Jd8XHQolsy
https://t.co/UP87HDCcbt",241,279,2,Sun Sep 12 13:00:27 +0000 2021,4452,,False,4390,,False,False
1489198265782476802,tat B,tatbazadze,,"#NFT artist
Graphic designer
Fine artist 
Linktree - https://t.co/XGzzbsCeFA",2304,1408,8,Thu Feb 03 11:25:27 +0000 2022,2320,,False,1828,,False,False
